title,prompt_type,prompt,version,output,output_text,cum_logprob,Yes_probs,yes_probs,YES_probs,No_probs,no_probs,NO_probs,A_probs,B_probs
Identity Theft II,yes_or_no,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate Jack's home WiFi network. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
Jack's insurance company is not a ""business consultant."" It is a ""business consultant"" who is not a ""business consultant.""
Jack's insurance company is not a ""business consultant."" It is a ""business consultant"" who is not a ""business consultant.""
Jack's insurance company is not a",,-3.1298842430114746,-2.0673842430114746,-5.067384243011475,-2.3798842430114746,-1.9423842430114746,-5.254884243011475,-5.942384243011475,-9.067384719848633
Identity Theft II,yes_or_no,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack covered by the insurance—yes or no? Final answer is:",controversial, no," no.
Jack's insurance company is not a ""business consultant."" It is a ""business consultant"" who is not a ""business consultant.""
Jack's insurance company is not a ""business consultant."" It is a ""business consultant"" who is not a ""business consultant.""
Jack's insurance company is not a",,-3.1853387355804443,-2.1853387355804443,-5.497838973999023,-2.3728387355804443,-1.9978387355804443,-5.622838973999023,-5.810338973999023,-9.122838973999023
Loss and Accidental Damage,yes_or_no,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world.""
Vivian lives alone in a single-family house in the suburbs. She decides to permanently move abroad, but she keeps the deed to her house so that her children can inherit it one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. 
Considering just how ""temporarily removed"" would be understood by ordinary speakers of English, is Vivian covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
Vivian's insurance company, however, is not happy with her decision. She is told that she is not covered by the policy, and that she must pay the full amount of the claim. Vivian is not happy with this, and she is not happy with the insurance company either. She is",,-2.966714859008789,-1.904214859008789,-4.529214859008789,-2.341714859008789,-2.029214859008789,-4.966714859008789,-5.716714859008789,-8.841714859008789
Loss and Accidental Damage,yes_or_no,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world.""
Vivian lives alone in a single-family house in the suburbs. She decides to take a vacation abroad, and her house is completely vacant while she's away. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. 
Considering just how ""temporarily removed"" would be understood by ordinary speakers of English, is Vivian covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
Vivian's insurance company, however, is not happy with her decision to take a vacation abroad. She is told that she must pay for the damage to her house, and that she must pay for the damage to her house to be repaired. Vivian is told that she must pay for the damage",,-2.990081787109375,-1.8650816679000854,-4.365081787109375,-2.302581787109375,-2.052581787109375,-4.865081787109375,-5.740081787109375,-8.802581787109375
Loss and Accidental Damage,yes_or_no,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world.""
Vivian lives alone in a single-family house in the suburbs. She decides to move abroad, but she keeps the deed to her house because she intends to move back one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. 
Considering just how ""temporarily removed"" would be understood by ordinary speakers of English, is Vivian covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
Vivian's insurance company, however, is not happy with her decision to move abroad. She is told that she is not covered by the policy because she is not a resident of the United States. Vivian's insurance company is also told that she is not covered by the policy because she is not",,-2.9279260635375977,-1.8654260635375977,-4.552926063537598,-2.3029260635375977,-2.0529260635375977,-5.052926063537598,-5.677926063537598,-8.865426063537598
Goods Carrying Vehicle: Loss or Damage to Vehicle,yes_or_no,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft.""
As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter realizes he has lost the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses.
Considering just how ""key theft"" would be understood by ordinary speakers of English, is Peter covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company is not required to pay Peter's claim, but it does pay for the cost of replacing the key.
The insurance company is not required to pay Peter's claim, but it does pay for the cost of replacing the key.
The insurance company is not required to pay Peter's claim",,-2.721470355987549,-2.033970355987549,-5.033970355987549,-2.471470355987549,-1.8464702367782593,-4.533970355987549,-5.596470355987549,-8.34646987915039
Goods Carrying Vehicle: Loss or Damage to Vehicle,yes_or_no,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft.""
As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter is mugged by an individual who takes the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses.
Considering just how ""key theft"" would be understood by ordinary speakers of English, is Peter covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company is not required to pay Peter's claim, but it does pay for the cost of replacing the key.
The insurance company is not required to pay Peter's claim, but it does pay for the cost of replacing the key.
The insurance company is not required to pay Peter's claim",,-2.7855119705200195,-2.0355119705200195,-5.1605119705200195,-2.5980119705200195,-1.785512089729309,-4.6605119705200195,-5.6605119705200195,-8.34801197052002
Goods Carrying Vehicle: Loss or Damage to Vehicle,yes_or_no,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft.""
As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter lends the van to an absent-minded acquaintance, who returns the van but neglects to return the key and does not answer Peter's insistent calls. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses.
Considering just how ""key theft"" would be understood by ordinary speakers of English, is Peter covered by the insurance—yes or no? Final answer is:",controversial, no," no.
The insurance company's claim is dismissed, and Peter is left with no recourse.
The insurance company's claim is dismissed, and Peter is left with no recourse.
The insurance company's claim is dismissed, and Peter is left with no recourse.
The insurance company's claim is dismissed, and Peter",,-2.862527847290039,-2.112527847290039,-5.362527847290039,-2.487527847290039,-1.800027847290039,-4.800027847290039,-5.550027847290039,-8.300027847290039
Malicious Acts or Vandalism I,yes_or_no,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a garbage truck accidentally topples over in front of Olivia's house, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
Olivia's insurance company, however, does cover her for the damage caused by the garbage truck. The insurance company's policy states that ""the policyholder is responsible for the cost of the repair or replacement of the damaged property.""
Olivia's insurance company, however, does not cover Olivia",,-2.9789109230041504,-2.1664109230041504,-5.16641092300415,-2.3539109230041504,-1.79141104221344,-4.97891092300415,-5.60391092300415,-8.853911399841309
Malicious Acts or Vandalism I,yes_or_no,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
Olivia's insurance company, however, does cover her for the damage caused by the group of teenagers. The insurance company's policy states that ""the policyholder is responsible for the costs of the damage caused by the group of teenagers.""
Olivia's insurance company, however, does not cover",,-2.9656875133514404,-2.2156875133514404,-5.1531877517700195,-2.3406875133514404,-1.8406875133514404,-4.9656877517700195,-5.5281877517700195,-8.77818775177002
Malicious Acts or Vandalism I,yes_or_no,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of reckless teenagers crash their car into several bags' worth of garbage in front of Olivia's house while driving almost double the speed limit, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—yes or no? Final answer is:",controversial, no," no.
Olivia's insurance company, however, does cover her for the damage caused by the teens. The insurance company's policy states that ""the policyholder is responsible for all costs of damage to the policyholder's property, including but not limited to, the cost of repairing the damage, the cost of",,-2.972895383834839,-2.160395383834839,-5.035395622253418,-2.347895383834839,-1.8478953838348389,-4.785395622253418,-5.660395622253418,-8.722895622253418
Malicious Acts or Vandalism II,yes_or_no,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
Beth's insurance company is not required to pay for the damage. 
Beth's insurance company is not required to pay for the damage. 
Beth's insurance company is not required to pay for the damage. 
Beth's insurance company is not required to pay for the damage",,-2.755509614944458,-2.068009614944458,-4.818009376525879,-2.380509614944458,-2.068009614944458,-5.130509376525879,-5.755509376525879,-7.130509376525879
Malicious Acts or Vandalism II,yes_or_no,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
Beth's insurance company is not a ""third party"" in the sense that it is not a ""person"" or ""business"" that is responsible for the damage.  It is a ""third party"" that is responsible for the damage.  The insurance company is not responsible for the damage",,-2.779981851577759,-2.029981851577759,-4.77998161315918,-2.404981851577759,-2.029981851577759,-5.21748161315918,-5.77998161315918,-7.21748161315918
Malicious Acts or Vandalism II,yes_or_no,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
Beth's insurance company is not happy with her decision to file a claim.  She is told that she is not covered by the policy because she is not a ""person"" and therefore not a ""person"" entitled to coverage under the policy.  She is told that she is not covered",,-2.7017576694488525,-2.0142576694488525,-4.764257431030273,-2.3892576694488525,-2.0767576694488525,-5.201757431030273,-5.701757431030273,-7.139257431030273
Personal Accident I,yes_or_no,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company claims that Gwen's car was traveling at a speed of ""approximately"" 20 miles per hour when she hit the bag. The insurance company also claims that Gwen's car was traveling at a speed of ""approximately"" 20 miles per hour when she hit the bag. The insurance company also",,-2.8033342361450195,-1.9908342361450195,-4.6158342361450195,-2.3033342361450195,-1.9908342361450195,-4.7408342361450195,-5.5533342361450195,-7.9283342361450195
Personal Accident I,yes_or_no,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company claims that Gwen's injuries were caused by ""personal accident"" and that she was not driving her SUV at the time of the accident. The insurance company also claims that Gwen's injuries were caused by ""accidental injury"" and that she was not driving her SUV at the time of",,-2.848356008529663,-2.035856008529663,-4.535856246948242,-2.348356008529663,-2.035856008529663,-4.660856246948242,-5.598356246948242,-7.910856246948242
Personal Accident I,yes_or_no,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—yes or no? Final answer is:",controversial, no," no.
Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door",,-2.8135454654693604,-2.0635454654693604,-4.688545227050781,-2.3135454654693604,-2.0010454654693604,-4.751045227050781,-5.563545227050781,-7.938545227050781
Personal Accident II,yes_or_no,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to daily physical therapy for three months. Penelope commits to the recovery program and completely recovers. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Penelope's insurance policy does not cover her loss of use of her left leg. She is not covered by her own policy, and her insurance company does not cover her loss of use of her left leg.
Penelope's insurance policy does not cover her loss of use of her left leg.",,-3.117758274078369,-1.9927583932876587,-5.555258274078369,-2.617758274078369,-1.9927583932876587,-5.492758274078369,-5.617758274078369,-8.492758750915527
Personal Accident II,yes_or_no,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will never regain functionality in her left knee, even with daily physical therapy. Penelope undergoes several months of physical therapy, but her knee makes no recovery. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Penelope's insurance company, however, does cover her for the loss of her right leg. The insurance company's policy states that Penelope's insurance policy will cover ""the cost of any medical treatment or rehabilitation that may be necessary to restore the function of her right leg.""
Penelope's insurance",,-3.1549019813537598,-2.0924019813537598,-5.59240198135376,-2.5924019813537598,-2.0299019813537598,-5.40490198135376,-5.59240198135376,-8.404901504516602
Personal Accident II,yes_or_no,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to expensive physical therapy for three months. Penelope is unable to afford the recovery program, so she never regains use of her knee. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—yes or no? Final answer is:",controversial, no," no.
Penelope's insurance policy does not cover the cost of her physical therapy, which is covered by her employer. Penelope's employer, however, does cover the cost of her physical therapy, which is covered by her insurance. Penelope's insurance policy does not cover the cost of her physical",,-3.2023115158081055,-2.0773115158081055,-5.8273115158081055,-2.5773115158081055,-1.952311396598816,-5.5148115158081055,-5.6398115158081055,-8.452311515808105
Public Liability Property Damages,yes_or_no,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because the car's brake warning light has been on for months and his brakes have felt very unresponsive, he knows his car is in need of service. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
Dave's insurance policy states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" Dave's insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring",,-2.9633517265319824,-2.2758517265319824,-5.338351726531982,-2.4633517265319824,-1.9633516073226929,-5.275851726531982,-5.525851726531982,-8.338351249694824
Public Liability Property Damages,yes_or_no,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
Dave's insurance policy states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" Dave's insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" Dave's insurance policy",,-2.9846930503845215,-2.2971930503845215,-5.4221930503845215,-2.4221930503845215,-1.9221930503845215,-5.2346930503845215,-5.5471930503845215,-8.42219352722168
Public Liability Property Damages,yes_or_no,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he knows his car is a month overdue for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—yes or no? Final answer is:",controversial, no," no.
Dave's insurance policy states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" Dave's insurance company is not required to pay for the damages, but it is required to pay for Dave's ""reasonable steps"" to prevent the damage from occurring.",,-2.9497995376586914,-2.3247995376586914,-5.387299537658691,-2.3872995376586914,-1.949799656867981,-5.199799537658691,-5.449799537658691,-8.387299537658691
Wind Damage,yes_or_no,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake while Tom is working on his roof, but it's a loud and surprising ring from his cell phone that causes him to drop his heavy toolbox and thereby damage the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company is not required to pay for the damage, but it does pay for the repair. Tom's insurance company is not required to pay for the repair, but it does pay for the repair.
The insurance company is not required to pay for the repair, but it does pay for the repair",,-3.1415014266967773,-1.8290014266967773,-4.704001426696777,-2.6415014266967773,-1.8290014266967773,-4.516501426696777,-5.641501426696777,-8.579001426696777
Wind Damage,yes_or_no,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake and towards Tom's house, damaging the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company's response to Tom's claim is that the wind damage is not covered by the policy. 
The insurance company's response to Tom's claim is that the wind damage is not covered by the policy. 
The insurance company's response to Tom's claim is that the wind damage is",,-3.168003797531128,-1.918003797531128,-4.730504035949707,-2.605503797531128,-1.855503797531128,-4.480504035949707,-5.730504035949707,-8.605504035949707
Wind Damage,yes_or_no,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake, causing waves to crash into Tom's house and thereby damaging the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—yes or no? Final answer is:",controversial, no," no.
The insurance company's response to Tom's claim is that the wind damage is not covered by the policy. 
The insurance company's response to Tom's claim is that the wind damage is not covered by the policy. 
The insurance company's response to Tom's claim is that the wind damage is",,-3.157780885696411,-1.9702808856964111,-4.782780647277832,-2.532780885696411,-1.8452808856964111,-4.532780647277832,-5.720280647277832,-8.532780647277832
Storm Damage,yes_or_no,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company is not required to pay for the damage, but it does pay for the damage to the roof. The insurance company is not required to pay for the damage to the roof, but it does pay for the damage to the roof.
The insurance company is not required to pay for the damage",,-3.1248159408569336,-1.9373160600662231,-5.249815940856934,-2.2498159408569336,-1.8748160600662231,-4.624815940856934,-5.687315940856934,-8.499815940856934
Storm Damage,yes_or_no,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company's response to Cam's claim is that the fire was caused by lightning, and that the insurance company would not pay for the damage. Cam's insurance company is not a ""good"" insurance company, but it is a ""good"" insurance company.
The insurance company's response to Cam",,-3.2331511974334717,-2.1081511974334717,-5.233151435852051,-2.2956511974334717,-1.9206511974334717,-4.545651435852051,-5.670651435852051,-8.48315143585205
Storm Damage,yes_or_no,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—yes or no? Final answer is:",controversial, no," no.
The insurance company's claim is denied. Cam's insurance policy is cancelled.
The insurance company's claim is denied. Cam's insurance policy is cancelled.
The insurance company's claim is denied. Cam's insurance policy is cancelled.
The insurance company's claim is denied. Cam's insurance policy is",,-3.1714820861816406,-2.1089820861816406,-5.233982086181641,-2.3589820861816406,-1.9214820861816406,-4.546482086181641,-5.671482086181641,-8.48398208618164
Hail Damage,yes_or_no,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage. 
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company claims that Rick's home is ""hard surface"" because it is ""hard to move."" 
The insurance company also claims that Rick's home is ""hard to move"" because it is ""hard to move."" 
The insurance company also claims that Rick's home is ""hard to",,-3.180908203125,-1.868408203125,-4.993408203125,-2.680908203125,-1.805908203125,-5.243408203125,-5.868408203125,-8.805908203125
Hail Damage,yes_or_no,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles are chipped and some even develop large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage.
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company's claim is denied. Rick's insurance policy does not cover the damage to his roof.
Rick's insurance policy does not cover the damage to his roof. Rick's insurance policy does not cover the damage to his roof. Rick's insurance policy does not cover the damage to his roof.",,-3.2396559715270996,-2.1771559715270996,-5.3021559715271,-2.7396559715270996,-1.67715585231781,-5.3646559715271,-5.6146559715271,-8.739655494689941
Hail Damage,yes_or_no,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. 
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—yes or no? Final answer is:",controversial, no," no.
The insurance company is not required to pay for damage caused by hail, but it does have to pay for the damage caused by the hail itself. 
The insurance company is not required to pay for damage caused by hail, but it does have to pay for the damage caused by the hail itself. ",,-3.156813859939575,-2.031813859939575,-5.094313621520996,-2.531813859939575,-1.7818138599395752,-5.156813621520996,-5.656813621520996,-8.719313621520996
